business_id,stars,NoiseLevel,hipster,HasTV,intimate,upscale,RestaurantsGoodForGroups
6n1m1XaSqZcGsBUige13rA,3.0,1,0,0,0,0,1
xynDh_-JtpvPhb-bU6d35w,2.5,0,0,1,0,0,0
YekmxGfiYyVS1pdin3zptg,3.0,1,0,1,0,0,1
JOU22FJLIZNsYRymOMnfkg,4.5,1,0,1,0,0,1
VQGq5z1PkEzuvT2DGHGHIQ,4.5,0,0,1,0,0,0
1Bz35Rxa9CiE7PiOSDpnTA,3.5,1,0,1,1,0,1
1i42ZlDF5aKDpxHNjDf9oQ,4.5,0,0,0,0,0,0
CIKXmAMtVM7pU0rrBQ2cBA,4.5,1,0,1,0,0,0
7Cx7EYUGQ2_KHS80s87rbw,4.0,1,0,1,0,0,1
bZ1Q106Bmt6tR3Y3yiAADg,2.5,1,0,0,0,0,1
Y7DzF0ZfAIuXbLM4KcOExw,2.5,1,0,1,0,0,1
psUfrNBx18TcptA3vI7-cg,4.0,0,0,1,0,0,1
F2We667rrIlAN2NBFpqRtg,3.5,0,0,0,0,0,0
7xckZSLRWf5uf3L1IsF1Kg,3.5,1,0,1,0,0,1
xd2QyNuEA6gt6Yqn_Yt5iA,5.0,0,0,1,0,0,0
Gu5NOPTGyacbzP8TE6cwug,4.5,0,0,0,0,0,0
4h6Fhm5g9mlNBN6nBLwWSA,4.5,1,0,1,0,0,1
KAduZ0DxquGJw6C9BIH23w,3.5,2,0,1,0,0,1
d_cpkWvCo1v-GrWIkXYP9Q,3.5,1,0,1,0,0,1
b5EFmhN5S4DDlpxkku8VBw,3.5,1,0,1,0,0,1
IaZ6PfaFXwiURCXKm1uu2Q,4.5,1,0,1,0,0,1
OvREyM6JzUogb8yQXXoF0A,3.5,1,0,1,0,0,1
YAmFD_UJbQz5kUc6dXU7MA,4.5,0,0,0,0,0,0
eqEry-ndkTtAqXsH2rIHDw,4.5,0,0,1,0,0,0
8KBDQlSdjJ-NoLbpPvkOrw,3.5,1,0,0,0,0,1
z0OKj6U1IYDZ_VPzZyb-KQ,4.5,0,0,0,0,0,0
fD9VORD4Ek7cOzXpIyU_3w,3.5,1,0,1,0,0,1
oNXzly-PP8-uR74LyYFRxg,4.0,1,0,1,0,0,1
oo37sVFYkBTxyPqDpu6WPw,3.5,1,0,1,0,0,1
cPFKP1l0izb8X4zHO9YRdQ,4.5,0,0,0,0,0,0
Uza-ht4YQOVr2-G8T1peUQ,3.5,2,0,1,0,0,0
bo_03Xq6RenVdK3yVuDGiA,3.5,1,0,1,0,0,1
ofyMJx1L8_FGa_Vy-uRIng,2.0,1,0,1,0,0,1
J2BU4_VsgmnYVHNCcrizjw,3.5,1,0,1,0,0,1
6umrAefeyJjKj1Wah4eXnQ,4.0,1,0,1,0,0,1
AfD2Tz0kQzSI8bBy2Z_rxA,3.0,1,0,1,0,0,1
HXJ1qmzRNu-fy3qKGyHc7w,3.5,1,1,1,0,0,1
tBk-uwlYrLLqjzO3CPIKjg,3.5,1,0,1,0,0,1
HKjB6JWmaKSho9CUjjYIYA,4.0,0,0,0,0,0,0
YBEXgFUETJwslKr8coIZ0A,3.0,1,0,1,0,0,1
I13HqIkWfR6CydGbo9xv0A,4.5,1,0,0,0,0,0
G7Ayf0VadYQRMNJvT6gA3Q,3.5,1,0,1,0,0,1
kDJ7OtOx4VLUoN4v1m8ikA,4.5,1,0,1,0,0,1
ZmSn5gjhuJWwQyoRRRVvYw,3.5,1,0,1,0,0,1
r4n8tf2SMp04YUsQC2QcqA,2.0,1,0,1,0,0,1
dfP7vEVqcgFWmObIInwFzA,3.0,1,0,1,0,0,1
1Udx96kKBSHZhiy51mKtgQ,4.5,0,0,0,0,0,1
Xk6GSFf8KGGZ3cyYijwRcw,4.0,1,0,1,0,0,1
Sxq7qfoanpOcFugTwDGATw,4.0,0,0,1,0,0,1
IIwk3EkkJsyFET5fv9_eqg,5.0,0,0,0,0,0,0
GKNknnI7pZgPwjOKNI9NPQ,4.0,1,0,1,0,0,1
tIrRQBpPou-WfYc0XkLVfA,3.5,0,0,0,0,0,0
5miS7ZlJ_EL7rViVjnKLJA,4.5,1,0,1,0,0,1
K9cn-DrPEEXse1s1n-6mMw,3.5,1,0,1,0,0,1
7BhteCimcQbFHYdefotrrQ,3.5,1,0,1,0,0,1
vbBxXctu4H4FgkwnyLPHFA,4.5,1,0,1,0,0,1
ha6xLY_9dh9ykh-hKPg1rA,5.0,1,0,1,0,0,1
rA9pdhbDd-roedMfEnG_Fg,3.0,1,0,1,0,0,1
LUL2M-R107_ovqrLqg7d6w,3.5,1,0,0,0,0,1
90pJu2O7fIEm_N31Fyue7A,4.0,1,0,0,1,0,0
4mYPqTpCjHqx8Ee4TIERXA,5.0,0,0,0,0,0,0
-Q99xmgUqlJ38jdUNOiYLw,3.5,1,0,1,0,0,1
VHGr0eHPYSrLk8I8lstkeQ,4.0,1,0,1,0,0,1
7wVXSyVzvsoh1fMGSkAW0w,3.5,0,0,0,0,0,0
lqy_CaGif3Jw-nGWxggUFg,4.0,1,0,1,0,0,1
7laa_NJJ55LqX9Nl-R6Phg,3.5,1,0,1,0,0,0
Q0KjW5qFi-_tuN6AKTmI1g,2.0,0,0,0,0,0,0
NQ01WqVX0tojNHKn-0sFww,3.5,1,0,1,0,0,1
jrDK6gzJh0VHjttG4SNxZw,4.0,1,0,1,0,0,1
efeMCeXR0iWdCtB0Z2tkhQ,3.0,1,0,1,0,0,1
Oj4otn-Wfd-JLwh1dL0DbA,4.5,1,0,0,0,0,1
7WWLPXpOjrh_1EvjFuw3hQ,3.0,1,0,1,0,0,1
4ethI9A0jaG7bhJmHy4gow,4.0,1,0,1,0,0,0
V91WJMgeM4IdJERaNGFPUQ,3.5,1,0,1,0,0,1
2-f8krgHvLWMJ_Vc3mWujA,2.5,1,0,1,0,0,1
lv4lomC11rLqEn8rzVwf_Q,3.5,1,0,0,0,0,1
Hh8jUR0mtVXkAnv8XDZjyA,4.5,1,0,1,1,0,1
YXaecOFzGVPMQIwx2mq7uQ,2.5,1,0,1,0,0,1
G9LZoNlCfRH941q87_JLIg,4.0,1,1,1,0,0,1
hCSfQR7MHl6Yk6Sro6Zufw,3.5,1,0,1,0,0,1
egnIRUFaiOFdXYReuproiw,4.0,0,0,1,0,0,0
sGF1JBcdKblUHZ_jtMANLA,4.5,1,0,1,0,0,1
nI0pvN5S_4nloj5KYtnFnQ,3.0,1,0,1,0,0,1
AZ5sk4X3LQ5BNLxeGPaddw,4.0,1,0,0,0,0,1
IlVFBKxhiLstwEqDq3TP6Q,2.5,1,0,1,0,0,1
arXJI0AdoOMUYNJLr98RYA,3.0,0,0,0,0,0,0
tcRSRjWWcknnlMpWUQqiDA,3.5,1,0,1,0,0,0
0pled4JIW9jjuuMxMNkZCA,2.5,1,0,1,0,0,1
eUoV6GeeP3GPm9Q3LK3apg,4.0,1,0,1,0,0,1
VTHIF8XEPBJv_Z5BQkmbow,4.5,0,0,0,0,0,0
zRWhcNF3AVuB3ti7V4t88g,4.5,1,0,0,0,0,1
-AbzJTLQdbdQrhRzQLgsKA,3.5,0,0,0,0,0,1
PzqwENhkS_x5Czwn-dV6fQ,4.0,1,0,0,1,1,1
sYA8jpR7Op9IfjVDoI0DTw,3.0,1,0,1,0,0,0
6Uu74gvylXUYRYllKUDKNw,5.0,1,0,0,0,0,0
_XlYymFKwww0bGIgwvNbcA,4.0,1,0,0,0,0,1
73xAuGWkv7O9eZMlRMrN3A,4.5,0,0,1,0,0,1
O4p1gp7ywsCaMxw_jgO34A,4.0,1,0,1,0,0,0
PFTiIAhYsCQqigErcKVskw,3.0,1,0,1,0,0,1
9O5FMfiJIi_u81D6ksG8Ag,3.0,1,0,1,0,0,1
_7As90cYT2bcRKCEPBi23A,3.5,2,1,0,0,0,1
cLINhUiLm2Q2H3kKYKJxyw,4.0,1,0,1,0,0,1
cCMYCWvvYFQbAbEY4Gnrxg,3.5,1,0,1,0,0,1
UtJvMYbg7uUIsMj8hW10Qw,3.5,0,0,0,0,0,0
mXR44pGgOvbnkMWJp6nRnw,3.5,1,0,0,0,0,1
ZmvCkhsCOWqA7ikXlbIr2g,4.0,0,0,1,0,0,1
GHjPGnECnM-UIj0DIYOkHg,4.0,1,0,1,0,0,1
f-XDCUvtS22XIgIzXUtWOA,2.5,1,0,1,0,0,1
4mGnHfvwjE6P-vuKowHzCQ,4.5,1,0,0,0,0,1
RUgNtJ046NNtlya4-qUB3w,3.5,1,0,1,0,0,1
KzZiPSi8IPSGHT884tuI2w,3.0,1,0,1,0,0,1
8r_n8JdKQ0gePm2neSkL7A,3.0,1,0,1,0,0,1
duJAy-M97-pWNsBuvnfJNQ,3.0,1,0,1,0,0,1
gfIj5FvIejEiex4WV04wIQ,3.5,1,0,1,0,0,1
DzBKbK7SvIi2lh0rsYUkhg,3.5,1,0,1,0,0,1
n5ckluP3guLVOMBwVS7tXA,4.0,1,0,1,0,0,1
UOcVlg3AMftsRlxhfZtwIw,4.0,0,0,0,0,0,0
j1Dwh1vyuYfIypTt-Aeu6A,3.5,1,0,1,0,0,1
xpSh0Tnbed2K5JevEIvtjg,3.5,1,0,1,0,0,1
0ycUfAgudMScQ1uUFLHTxQ,3.0,1,0,1,0,0,1
75zH6kUTxqkAJVIhuSdICQ,4.0,0,0,0,0,0,0
SfQVDenCq9MneTIul9gZhA,3.5,1,0,1,0,0,1
mYLDeVTtmyxPErxPzIUDQA,3.5,1,0,1,0,0,1
i9_vpL04pUKT6BzwZD6QIQ,4.5,0,0,0,0,0,0
sqjixMtnm0jRnPfRLzQczA,3.0,1,0,1,0,0,1
Cf9cdIHKEZXVPIysDAqQ7A,4.0,0,0,0,0,0,1
WqyUnIA7PMUZbUZCtmZtXA,4.0,1,0,1,0,0,1
WlQt5eBlsMeEKvuG4fP3kA,3.5,1,0,1,0,0,1
nTa3d0hycRG6sC5IRkpnww,2.0,1,0,1,0,0,1
2DC1EdthQpbm59exWUTiwQ,3.0,1,0,1,0,0,1
xEDwoZnjq_mgBVDnU1SC3w,2.5,0,0,0,0,0,0
8Q5kGm11Z33UxDrEWslqow,3.5,1,0,1,0,0,1
AyTluPk6mX943sH0f7EC8g,2.5,1,0,1,0,0,1
FJm3vuTpb2TY1vrrIhPEVw,3.5,0,0,1,0,0,0
YuhQIv_c08zqfExfSiWB6g,3.5,1,0,1,0,0,1
dUzR2vZ6nhuGdrDV2Dsr_g,3.0,1,0,1,0,0,1
mOAzyqS3WLZsXAuLzrktWA,3.0,1,0,1,0,0,1
uDK_Qgao9VPPLodacu0i7A,3.0,1,0,1,0,0,1
DqTl8E_OdWHqvyuAHlXAjA,3.0,1,0,1,0,0,1
gecsKMrYvUjBMFsB_z7ETA,4.5,0,0,0,0,0,0
mGX55vEU8QhX6WcDYE-QMA,3.5,1,0,1,0,0,1
wZUsZFNi2ZrEh3wrkRsxzA,1.5,1,0,0,0,0,1
mjqsJ6qZjnY77hCi41Xudg,4.5,0,0,0,0,0,0
HUILg26pyUfNLgZMNoUcrQ,3.5,1,0,1,0,0,1
X5ICzXmn8F3TsrY9O1HcAg,5.0,0,0,0,0,0,0
bVc8Ylv0Vr43MielXGd_MQ,3.0,0,0,0,0,0,0
QcSlnscqKgiTP5cY-tugFQ,4.5,0,0,1,0,0,0
ctHjyadbDQAtUFfkcAFEHw,4.5,1,0,0,0,0,1
md71mn5LDr-QyjqiJNET-Q,3.0,1,0,1,0,0,1
2pDXWt8KnncH7FEHL25NvA,4.5,1,0,0,0,0,1
V5joRorS5dBNDXD669n6jg,3.0,0,0,1,0,0,0
QTq4XbjfoaTGSiUWi1tEzg,3.0,0,0,1,0,0,1
jNl1J8EVcKY9TybC3NpivQ,3.5,1,0,1,0,0,1
TKPHN6wON9CH2hUPiWxd-Q,2.5,1,0,1,0,0,1
p9z15n352EvWo_PLjRKsUw,2.0,0,0,0,0,0,1
s28vCG365GHnGkWDSSsZUA,4.0,0,0,1,0,0,1
by3Pd_qk6R9ik3C2Ng_-rg,3.0,1,0,1,0,0,1
RzItdJ5AsZm-5tcmkrpR0w,3.5,1,0,1,0,0,1
CvXuklDLTDi14PbNAPvW1g,4.0,1,0,1,0,0,1
YeIQRLKVhPsDV8AJdgd-BQ,3.0,1,0,1,0,0,1
_zdARZbZNr4k8AD-SJDCgg,4.5,1,0,0,0,0,0
SCjUeZfjafJ88fWWQjRh2w,3.5,1,0,0,0,0,1
WO-KCIRJZTN_kDy9xDT9eg,3.0,1,0,1,0,0,1
yMlpyzvx5o3tTFI_1esgGQ,4.5,1,1,0,0,0,1
RTSlCdSGWJZy0SjTaWsMtQ,3.5,1,0,1,0,0,1
P2XBaPbuBcvb6lvC1MnpEw,1.5,0,0,0,0,0,0
xXdZGDoVANQvqvRSjrkQtQ,3.5,2,0,1,0,0,1
6GOdPucdzalKnlytAyOmDw,3.5,0,0,0,0,0,0
n4alafw1npRmVXzfBLUGPQ,3.0,1,0,1,0,0,1
U6MoX28GNP9SLjWDbt0S6A,2.5,0,0,0,0,0,0
_C7QiQQc47AOEv4PE3Kong,4.5,1,0,0,0,1,1
elNr6gSmjopx96cylXVnVw,4.0,1,0,1,0,0,1
MPfPq5gHYOPyWmjNTh_Y5Q,2.0,1,0,1,0,0,1
K1fHLKXx15FdzWttpmSLxA,3.5,1,0,1,0,0,1
n1sTAd-dxmgOCctrki9dMg,4.0,1,0,1,0,0,1
vWXvEojoIN-7s2rCLB6D3w,3.5,1,0,1,0,0,1
pnZQOGEV-Ru6vHIYaUuQBw,4.0,1,0,1,0,0,1
Bg6gGG0AP8LRnBCN1-3wdQ,4.0,0,0,1,0,0,1
xp6vA6twsAVJYkgl0fphLg,2.5,0,0,1,0,0,1
OJUTu1PAPjljZBwtI5DUdg,3.5,1,0,0,0,0,1
6gDgOXYjpa89wbtAwz1Gqw,3.5,1,0,1,0,0,1
HpmsY3JJ4gIuS8EiVHwMJw,3.5,1,0,0,0,0,1
cJ_sT_0cHrAP5SgKJDpSnQ,4.0,1,0,1,0,0,1
qqoBEhoi2AVKl9DRDACiaA,4.0,1,0,1,0,0,1
9--QS5ChKDYf4POHKujoiw,3.5,1,0,1,0,0,1
GAuweBrcC_wK3a0UhZjwfA,4.0,1,0,1,0,0,1
FjytAPXHC_Xk1cZvN784Gw,4.5,0,0,0,0,0,0
zX46DnK9RTomMxgo4r5s5w,4.0,1,0,1,0,0,1
KFbru9lnWTZyT7OEl5uR3w,2.5,1,0,1,0,0,1
UbytllMZ_JyyoW_SANsfAA,4.5,1,0,1,0,0,1
T0qzsFxkHK9w1afnmns4fw,4.0,0,0,0,0,0,0
C7ANpBbkQq4ZICSbZiiHlw,3.0,1,0,0,0,0,1
Pbv4IH4OIzY-9Zv1JaKPWw,4.5,1,0,0,0,0,1
cZUWKX2Az7OY2N59RsFtrw,2.5,2,0,1,0,0,1
elPySfsCFszmsblePAYKgg,4.5,0,0,1,0,0,1
Wig3T1W_WfnDl4bEN3qiPw,3.0,0,0,1,0,0,1
8pKHyTeLC6vsGiLTQ9eSeQ,4.0,1,0,1,0,0,1
6JWVMUauRfyx3koe0oHvLg,4.5,0,0,1,0,0,1
pP9hjbseO3mCi--J59PExw,5.0,0,0,0,0,0,0
4ewCFjFe6Fwp2Su5r0Tutw,4.5,0,0,0,0,0,0
2ReRCu_XgUHA7Eeh7OGG6Q,4.5,0,0,0,0,0,1
9i-MwyMBEmbm0UlB6UFCCw,3.0,1,0,1,0,0,1
rmQHRSJinTTsP8EerpdChA,3.5,1,0,1,0,0,1
uDUlCOZPyjPItSZYvVgYqA,4.5,0,0,0,0,0,0
raK6mV7gnMsGlaXlr4jwTg,2.0,1,0,0,0,0,1
WKkLsiO4SxdegSNGJzVWpQ,2.5,1,0,1,0,0,1
pum7TsURcc2NKcYKpId9gA,3.5,1,0,1,0,0,1
9tlhW51e7wKtV3yuyviF8A,3.5,1,0,1,0,0,1
7pAfHLTl_orvMf9ADsPm_Q,4.0,1,0,1,0,0,1
Zk970x5qnRNgDznVKMNZZA,5.0,0,0,0,0,0,0
0d1dpaZqcm7litFOJl7atA,4.5,1,0,1,0,0,1
i6v-TMzQUmZ4hGJaHgR2tA,2.5,0,0,0,0,0,0
qKnEaOZAsjRT0Xp-Epktcw,4.0,2,0,1,0,0,1
9KlzXZ4FKgoBA80zEyXO9A,3.5,1,0,1,0,0,1
JvvOh9kS2bsegnCVdtf0yQ,3.0,1,0,1,0,0,1
79cmm_bMkDWHaa7-OysIAA,2.5,1,0,1,0,0,0
EIj6irQyq2Oeq219EkFynw,4.0,2,0,1,0,0,1
zEb712Oj0qwruwFIxJs8HQ,4.5,1,0,1,0,0,1
DwSoW3CcQZuzxYi-wOxYTw,4.5,1,0,0,0,0,0
fim_wswKGdTt15vt9DFaoA,4.0,1,0,1,0,0,1
0M--IAwPfqJC9yfmI-EiAA,4.5,0,0,0,0,0,0
7s5ImgKYDMrwYtFuNZuLjw,3.5,1,0,1,0,0,1
Pr5TeLRBEc59FlRF_Rc7Vw,3.5,0,0,0,0,0,1
0pWF3x6Y4w55xGbfb1bTIA,4.0,1,0,1,0,0,1
7YhP5rzY9iVb5tU25SdvJA,2.5,1,0,1,0,0,1
JgSysePfuL68hBo4wBEWvg,3.5,1,0,1,0,0,1
dKYcxnLN9YDfHdNVWUB7lQ,4.5,1,0,1,0,0,0
4afdiONEyoKoQlziM6HubA,2.5,1,0,1,0,0,0
jCKjT0w6BnPxNSZO9Q2uuw,3.5,1,0,1,0,0,1
speLDZmGk5tMenzLb0DHSg,4.0,1,0,0,0,0,1
jyiCIbGkuhxawoEBvZxUfA,2.5,1,0,1,0,0,1
WQ1oZ11HbYL7K7kj62ttAw,4.5,1,0,1,0,0,1
U588hFqWbd1T9EJ6Nplv2g,3.5,1,0,1,0,0,1
tgeMWWQgKJmWd9Z7l5-Hng,3.0,0,0,0,0,0,0
ZjyTmpOdp7v_7Un8rdgRWA,4.0,2,0,1,0,0,1
rNxrlRBeMYsIZiGBJCnNaQ,3.5,1,0,0,0,0,1
CSkIucODjUoGRxiIONcSgg,3.5,0,0,0,0,0,1
xkf1BBXG5wv1_SYW_RnjTQ,4.0,1,0,1,0,0,1
TZ9eAkKBKxj4HF_4rga9Gw,3.5,1,0,1,0,0,1
2r3-fBAvSsljWrDLXkiHiw,4.5,1,0,1,0,0,0
QWY6-QW-izaqyUNGKCQM5A,3.5,0,0,0,0,0,1
1Z9y1CQj1BZjdFJGuDZKoQ,3.0,1,0,1,0,0,1
QFqHy_SUssxq1IpvkpovEw,4.0,1,0,1,0,0,1
0-V7Kubca6UjwPLasKKhkg,2.5,2,0,1,0,0,1
PzELbb-ozGltoPQbAYQ3UQ,3.0,1,0,1,0,1,1
okwxHc4gTPXDdKjgu5B-PQ,5.0,1,0,0,0,0,1
Saf-bIcN8i5QX5x3gbiboQ,3.5,1,0,1,0,0,1
-c6hc8kxFzeaIKoM6nWS-Q,4.0,1,0,1,0,0,1
apdMwRvWyR-_ARuuKYeM3w,3.0,0,0,0,0,0,1
jUgHGqjHqmmukg8nr2uVMw,4.0,1,1,1,0,0,1
u_MenE1HTjK7AdENRe6b0A,4.5,1,0,0,0,0,1
R2I0DYnyEjn-Eu5eweuOQQ,4.0,1,0,1,0,0,1
4w1jaOOo2Bh2IXitjZXTQw,4.0,1,0,0,0,0,0
wV9ye9P6APb2Cnn6vr7RTw,3.5,1,0,0,0,0,1
EbmndUffLAYfJBsO2iu8cQ,3.5,1,0,1,0,0,1
miRxzEzV7OIShLQ5x_Lvvg,4.0,1,0,1,0,0,0
E8NgBaDyaVPWxmyDvHSP0g,4.5,1,0,1,0,1,1
0ZeGH15LV98FuijA1XrWoA,3.5,1,0,0,0,0,1
yzQvpMF2HFZrK4ZL3vV5Ig,1.5,0,0,0,0,0,0
uiV2fDw5bd9Wacqd1F6HOw,4.5,0,0,0,0,0,1
RZWy7iy0X-AkOiUIXiKhYw,3.0,1,0,1,0,0,1
1my6j5BxJysPqUkkXsKUFQ,4.0,0,0,0,0,0,0
fKsll9lTZufo2lf0VKC16Q,4.0,1,0,1,0,0,1
fbnuCM0H19unY6FF-yjhpQ,4.0,1,0,1,0,0,1
uhtWkEVXRoOdfYw7EGX4UA,4.0,1,0,1,0,0,1
YzcchXErwyb_8FL6bVPwEA,3.5,1,0,0,0,0,1
HFASwZtu9B6P3uHLk8NXpg,4.0,0,0,0,0,0,0
k7f8RodiNHDrk_N8Glp5gg,4.5,1,0,1,0,0,1
9RotEBfTRO5rZl2StsC5Og,3.0,0,0,1,0,0,1
HzHgn4BrQLnqDyFQseZ6Dg,3.5,1,0,1,0,0,1
C9K3579SJgLPp0oAOM29wg,4.5,1,0,1,0,0,1
DyIO3iCiYaREeSh4ypik8A,3.0,1,0,1,0,0,1
VBONwHcqkxYTHfxmdKGhkw,3.0,1,0,1,0,1,1
rqmSwgI-ZDsQhyJQpDIDZA,5.0,1,0,0,0,0,0
rnfgkc6B_5O3NOKXYqJaZA,4.5,0,0,0,0,0,0
8rIrPv5dq77fOTVgDgx6jg,2.5,1,0,1,0,0,1
kzHH50fET6e5nVqk8IIl5Q,4.0,0,0,0,0,0,0
1EdfURQCj75UbcLPh9rdSw,4.0,1,0,1,0,0,1
2Mpja5TqX8uSWPrhkRao6Q,4.5,1,1,1,0,0,1
KfwrjxMTV_kYi93cMDQzOw,4.5,0,0,1,0,0,1
rZovLZwbox_O2Qk9x7Uuew,2.5,1,0,1,0,0,1
L7_Nw3v0ByYzxLqQ5gmYKQ,4.5,0,0,1,0,0,1
wx_s6Vkpm3fgB0een8Fhcg,4.5,1,1,0,0,0,1
Z8c0t6xPfM8u1H1ZUcWlOw,4.0,0,0,1,0,0,1
pddzq4hZMD7zJsuIooT-kA,2.5,1,0,1,0,0,1
A_lFaoRFEazDQFKWkA6WOg,4.0,1,0,1,0,0,1
xv_U__GI9gmzKIHT_TANnw,3.5,1,0,1,0,0,1
WynRf6s7RWOenRyyJhj0Og,5.0,0,0,0,0,0,0
pbrxNztUAp8M5zoQplPVTA,3.0,1,0,0,0,0,1
IzYE3fXqNgHIOFmY7nVQvA,4.0,1,1,1,0,0,0
HApMtcUupWfHkCfab9XBcg,4.0,1,0,0,0,0,0
IQKaQmIp1mWlG5yKBEiANw,3.0,1,0,1,0,0,1
M3yOPL5TRCU0G5o8Ciicbw,3.0,1,0,1,0,0,0
DmFJhanaKgqP1dtaJb8q-Q,3.5,0,0,0,0,0,0
fhKSroLBUfASNMquHVVusg,4.0,2,1,1,0,0,1
c0F9yKr0bJuQDtG1lzDgmQ,4.5,1,1,1,0,0,1
-jNOHaFwWsBpaf9l5gvRwQ,4.5,1,0,0,0,0,1
5i5lk4USX15fojP37tAOgw,4.5,1,1,1,0,0,1
QUq9AMGYSSU0678IRTODDw,4.0,1,0,1,0,0,1
-V0NjJcmkHxemSIW5_I5uw,3.5,1,0,1,0,0,1
PNr-ogppgrn_rYwXlB0i3A,4.0,0,0,1,0,0,0
THn1r4TJ17-OBX7yOwrSnA,4.0,1,0,0,0,0,1
6xzI0yNPXI5POpjoN7po0Q,3.5,1,0,1,0,0,1
smI3-_R3KeUEUl-wOvVuFg,4.5,1,0,1,0,0,1
v1F-Sgp_b8Vjbfhlp0Obrg,4.5,1,0,1,0,0,0
ZufSfqQ4RfUk4RAQgnlc0Q,4.5,1,0,1,0,0,1
CLGoxOPgDMz59RSGTn4v0w,4.0,1,0,1,0,0,1
z6HgTWokZSpvsMhqukUCow,4.0,1,0,1,0,0,1
Zn6WQQknlNtgiil0rNf9UA,3.5,1,1,1,0,0,1
BCxLbqymC1TXn2FE1BYc1A,4.0,1,0,1,0,0,1
1nUibAh6maHrHiVwo_xIlA,3.0,1,0,1,0,0,1
pM8A2jlrmps94F73mdxNuw,4.0,1,0,1,0,0,1
fiwnurbRwL9brMF-cqH04w,3.0,1,0,1,0,0,1
9n1Iv4X5S6SAPzDbkpfutA,3.5,1,0,1,0,0,1
u19T9XKma19tc4EBzivqRA,3.5,1,0,1,0,0,1
HqIDCsKbkVLSQPzXp6eSew,4.0,1,0,1,0,0,1
0LUpwcGAHu1pkn7p3rx-4Q,4.0,0,0,0,0,0,0
1bdz6eZ1GMOG-_P4eBC2hg,4.5,1,0,1,0,0,1
3uzC5nseHmKZoFvDH-uRLA,3.0,1,0,1,0,0,1
w6g1IXTqqvTtLMrUexkD6Q,3.5,1,0,1,0,0,1
loQ3Gr8lyZtv9y9XiK5seg,3.5,0,0,1,0,1,1
QnG08fQB37kUxyr_FLMGDw,4.5,1,1,1,0,0,1
rEHsV4FrD4ndG_Ui0JxvsQ,3.0,2,0,0,0,0,1
ZFwHY7ROgbpwXPqptisQsg,3.5,2,0,0,0,0,1
mzx-_gDf2Wb3tuSmpXZMiw,3.0,0,0,1,0,0,0
IWUsmjurILrE2z1eQfZ2wQ,4.0,0,0,1,0,0,0
xEvV6_CSA9pJAVK0i9UDWg,4.0,1,0,1,0,0,1
NX68r-uEthOpBjk1lrCkyw,4.0,1,0,1,0,0,1
I-nrEtjboBLoEvGiSAcmvw,4.5,1,0,0,1,1,1
_4LtVmrCdz40l1DnptAmgQ,3.0,1,0,1,0,0,1
A3P0BQ10fhjmR2skHKNOkQ,4.0,1,0,1,0,0,1
gKavBVCK5G0cPJ9moV6iOA,3.5,1,0,1,0,0,1
qpvv357PXpS73vnRGrNSrg,4.0,1,0,1,0,0,1
FygWE7b7ZN7JKKxbqKtMZw,4.0,0,0,1,1,0,0
FXUvbpIGhs1uUwzhu9kXPw,4.0,1,0,1,0,0,1
ZpQs6ICV63NwLrTO9kNHAA,3.5,1,0,0,0,0,1
EoiU2uH7ZhxxiI2UL90I2Q,4.0,0,0,0,0,0,0
_nYyTf_Tvf5Fy5xNooIzFA,3.0,0,0,1,0,0,0
-MRgqfCoHgUNdvszLRgDcw,3.0,1,0,1,0,0,1
T0GS1FEYQBy2xlxWGWamBw,4.0,1,0,1,0,0,1
K_s-9Wd6vXSfnxYFzhE0Kw,4.5,1,0,0,0,0,1
Lcoa9IiF84n0OXdcMhyWug,4.5,0,0,1,0,0,1
5DW8hK3NokQmw5jBCYYp6Q,3.5,1,0,1,0,0,1
5z7N0Ih926XkkRW5-ZljuA,4.0,1,0,1,0,0,1
yu9s8MD8TQMvW-f_KQysYg,4.0,1,0,1,0,0,1
wTVczLDput_PVOXrPiqdvA,3.0,0,0,1,0,0,1
HTbEVB4v6XEOIX0nM_v54w,3.5,1,0,1,0,0,1
3EEXaTcdUtBnEhNSvgN9UA,4.5,1,0,1,0,0,1
Mk2184ZyG1PcS1rMFxvrUA,4.0,1,0,1,0,0,1
gzTpGrvPpwlRpVjQHbU_lw,4.5,1,0,0,1,0,1
-HcABf2Y81fglisWWXPYdQ,4.0,1,0,1,0,0,1
RsvdfZ53KZN-IHwwAM1IOA,3.5,1,0,1,0,0,1
D1Z06FgUfwdV9dhMW1o8dw,3.5,0,0,0,0,0,0
oyQXTX-FIwc9szmpWGiulw,3.0,1,0,1,0,0,1
l4lfhwS8dEhy3MZ3AW1S3Q,2.5,1,0,1,0,0,1
E9m950UXVkB8iY2Vr8bOrQ,3.0,1,0,1,0,0,1
iSOwZtXQaUBf5tX-MTVT4w,3.0,1,0,1,0,0,1
WoxyYNCxF9Q5hkieMRe1YQ,4.5,0,0,1,0,0,1
-rNeSxVqiz22c1iyqt1O5g,2.5,1,0,1,0,0,1
c7EvqF6PiwPwdDJF734Q0A,3.0,0,0,0,0,0,0
lMmlIy_J5o-D9l6XNR7Erw,4.0,1,0,1,0,0,1
wFKpdoxE22HRg1OhZQ8bfg,3.0,1,0,1,0,0,1
9DPVwlzKRfFrsdDTIdFHkg,3.5,0,0,1,0,0,0
7vlRRq1eAY9piTm0AdNqpQ,4.0,0,0,0,0,0,1
